actual_price,predicted_price
2800000.000000002,8409196.006694172
10199999.999999985,3728158.8881356544
9.000000000000002,8.999999999999927
4949999.999999997,4272649.059977996
2289999.9999999995,2831192.3693885235
4000000.0000000005,5815570.445969797
5500000.000000001,6980952.075984293
9.000000000000002,8.999999999999936
31500000.00000002,9960299.527193958
3400000.000000002,10627522.058829859
2449999.9999999995,2434262.8070881893
5100000.000000003,5874783.934048211
9.000000000000002,8.999999999999936
3200000.0000000023,3656884.6171465586
13000000.000000013,7167471.09843292
7900000.000000005,3922228.460711636
8499999.999999998,7356495.017461212
5599999.999999999,6123185.855114124
